,numpy,torch_cpu,jax_eager,jax_jit
2000,0.0072443924366010475,0.018715366921476864,0.02419244113109057,11.514904598490048
4000,0.005850105571305038,0.010129763699752405,0.092490510753071,19.693494277609314
6000,0.005649848740502402,0.010394099203090083,0.1968924857139504,23.446419875776396
8000,0.00569200707728654,0.010654575083082008,0.3197010039159391,24.490796423575212
10000,0.005599452530537254,0.01091684122412699,0.47909643068188046,26.663231056111208
