,Nearest (even),Up,Down,Zero,Stochastic (prop),Stochastic (uniform)
2000,0.21147711277008058,0.17904646396636964,0.18175029754638672,0.21190452575683594,0.22600228786468507,0.19096145629882813
4000,1.0121641635894776,0.8286495685577393,0.8151582956314087,0.975663709640503,1.1171291828155518,1.0728076219558715
6000,2.295814538002014,1.8614834547042847,1.8790589570999146,2.217234969139099,2.46241455078125,2.378385829925537
8000,4.012792563438415,3.3187230110168455,3.282036805152893,3.9150649070739747,4.361949014663696,4.192126989364624
10000,6.1256259202957155,5.024442148208618,5.03475821018219,5.929484009742737,6.523258113861084,6.230850791931152
