,numpy,torch_cpu,jax_eager,jax_jit
2000,0.5521512031555176,0.21372810999552408,0.16534090042114258,0.00034737586975097656
4000,2.7349933783213296,1.5795037746429443,0.1729907194773356,0.0008124510447184244
6000,6.371852000554402,3.46350359916687,0.18284090360005698,0.0015354156494140625
8000,11.243837038675943,6.006809234619141,0.20018704732259116,0.002613226572672526
10000,17.858888785044353,9.16015887260437,0.20872624715169272,0.003750483194986979
