,numpy,torch_cpu,jax_eager,jax_jit
2000,0.033371732886358155,0.030026874753910585,0.025278223621332252,13.45046712987707
4000,0.03994699676160547,0.018348898550737847,0.11112167955371743,31.714964083175804
6000,0.041990504822488235,0.01735219711836625,0.23318229958391265,40.736046043165466
8000,0.043076132999517784,0.018011648454498493,0.3910237467479687,40.5839020309429
10000,0.042559324555153356,0.018177265330267894,0.5524619480006866,43.24767829523973
