,numpy,torch_cpu,jax_eager,jax_jit
2000,0.007388202309453229,0.02007961688403912,0.025429553903533547,13.134563674321505
4000,0.005838403208986647,0.010626145775263638,0.09123506444069823,20.10250544183724
6000,0.005966223720966731,0.011011873141501862,0.2089985092785988,23.448847292680405
8000,0.005784006783890336,0.011066607463831079,0.3307003860946782,25.256589869844753
10000,0.005959563893844018,0.011493067507287114,0.4708546316433888,26.25268516586689
