,numpy,torch_cpu,jax_eager,jax_jit
2000,0.033468930040057666,0.025103266659484567,0.025071017945638572,15.988452350698859
4000,0.037057932138641315,0.016345610163629367,0.10926158152751722,33.599230974632846
6000,0.03933410701684051,0.015430678947400335,0.2260108997780229,35.28468858077583
8000,0.03924796598646982,0.015810706832546952,0.3699673119259648,40.74406111813812
10000,0.039892241055442645,0.016371489879491306,0.5138508331604559,42.87631444440658
