,numpy,torch_cpu,jax_eager,jax_jit
2000,0.12235156695048015,0.16188557942708334,0.15497740109761557,0.0002807776133219401
4000,0.4229749043782552,0.9817992846171061,0.14332342147827148,0.0004753271738688151
6000,0.9160439968109131,2.334108750025431,0.1589967409769694,0.0010360876719156902
8000,1.6214208602905273,4.0537683963775635,0.17298467953999838,0.0015803972880045574
10000,2.5191497008005777,6.1149405638376875,0.1888399918874105,0.0024096171061197915
