,numpy,torch_cpu,jax_eager,jax_jit
2000,0.11986192067464192,0.13321399688720703,0.15823896725972494,0.00029738744099934894
4000,0.40053073565165204,0.8719869454701742,0.14398630460103354,0.0005044937133789062
6000,0.857336680094401,2.0746652285257974,0.1543856461842855,0.0008837381998697916
8000,1.4857415358225505,3.553256114323934,0.16367292404174805,0.0015769799550374348
10000,2.349661350250244,5.501377582550049,0.18100794156392416,0.002312262852986654
