,numpy,torch_cpu,jax_eager,jax_jit
2000,0.11305832862854004,0.15018479029337564,0.1548905372619629,0.0003376007080078125
4000,0.40533121426900226,0.8763015270233154,0.1403623421986898,0.0005020300547281901
6000,0.8591726620992025,2.0936262607574463,0.15011954307556152,0.0009370644887288412
8000,1.5244237581888835,3.6370418071746826,0.16948541005452475,0.0015756289164225261
10000,2.3227922916412354,5.51924991607666,0.19204147656758627,0.002253373463948568
