,Nearest (even),Up,Down,Zero,Stochastic (prop),Stochastic (uniform)
2000,0.3640410900115967,0.2673778057098389,0.2618520736694336,0.3168006658554077,0.4453285217285156,0.42027475833892824
4000,1.2544957399368286,0.889160442352295,0.8867165088653565,1.0909463167190552,1.704216194152832,1.660447859764099
6000,2.632522463798523,1.9253258943557738,1.924314832687378,2.3790393352508543,3.7649891853332518,3.6578137397766115
8000,4.746306681632996,3.470111584663391,3.4746572017669677,4.307917690277099,6.709669733047486,6.523017477989197
10000,7.369016146659851,5.377646565437317,5.389054656028748,6.7060174465179445,10.445243120193481,10.15623664855957
