,numpy,torch_cpu,jax_eager,jax_jit
2000,0.03269267488514419,0.024708809852959656,0.025810214725955568,14.246150014152278
4000,0.037827303308972736,0.016296609959580356,0.1116356268568824,33.66102524661428
6000,0.03929942243530799,0.015423445886832721,0.22641973526497997,34.74609434685894
8000,0.03947155335631517,0.015787779108739963,0.3699749606161024,40.496146434677655
10000,0.039695933897148046,0.016353388713436785,0.5295488471510931,41.50036939313985
