,numpy,torch_cpu,jax_eager,jax_jit
2000,0.10345617930094402,0.08514046669006348,0.16150077184041342,0.0003809928894042969
4000,0.3113094965616862,0.7604115009307861,0.12560073534647623,0.0006628036499023438
6000,0.6468203862508138,1.8165964285532634,0.14793014526367188,0.0011788209279378254
8000,1.1294484933217366,3.0926658312479653,0.16806999842325845,0.001626888910929362
10000,1.70297106107076,4.551437775293986,0.1984422206878662,0.0023713906606038413
