,numpy,torch_cpu,jax_eager,jax_jit
2000,0.02747543668301055,0.026464767729709605,0.0223753593699362,8.973372793724371
4000,0.037659823510430845,0.014976379945430097,0.11858086464836846,18.472024222405725
6000,0.04433616670173876,0.014535570469970943,0.2320090102410055,23.4573472114339
8000,0.04628279975103004,0.015359658991945902,0.369790120854703,27.0736718103883
10000,0.046891358450626835,0.016100075586308257,0.5067677712291792,29.990733149013252
