,numpy,torch_cpu,jax_eager,jax_jit
2000,0.04435639766988922,0.05007720571774812,0.02525639342682861,10.180349514563106
4000,0.05631610730032242,0.01833927272389404,0.11568080452181527,20.88883502801411
6000,0.06063072683417101,0.01947548618438847,0.2292173518791392,30.257486607441056
8000,0.06250855715432063,0.01903461732035315,0.35955430798732885,36.35366413867822
10000,0.059638444320086886,0.019700098310174403,0.488072605914009,41.0589049141813
