,numpy,torch_cpu,jax_eager,jax_jit
2000,0.03651830644189985,0.03692483221870406,0.024205774569042632,10.6657444373808
4000,0.046988092787475226,0.018685179968902982,0.12247454228676549,24.498246775371136
6000,0.051523372148148415,0.017788933247954067,0.23471470689732002,33.428147885764886
8000,0.05262885818827455,0.018431506278850214,0.3776058338303643,36.58487952026168
10000,0.054187876188600624,0.01969716188414259,0.5285372190170559,41.44296159673276
