,numpy,torch_cpu,jax_eager,jax_jit
2000,0.1455845832824707,0.15114434560139975,0.17876807848612467,0.00044576327006022137
4000,0.42485594749450684,1.0683489640553792,0.13492902119954428,0.0008661746978759766
6000,0.8119781812032064,2.476682980855306,0.1551663875579834,0.0015347003936767578
8000,1.3828031222025554,4.166759173075358,0.17307114601135254,0.002363920211791992
10000,2.132589101791382,6.211150964101155,0.19732904434204102,0.0033343633015950522
