,numpy,torch_cpu,jax_eager,jax_jit
2000,0.1164405345916748,0.10563349723815918,0.16490817070007324,0.0003962516784667969
4000,0.3163723945617676,0.9766049385070801,0.13863158226013184,0.0006520748138427734
6000,0.6389380296071371,2.1232451597849527,0.15703940391540527,0.001218239466349284
8000,1.1100053787231445,3.791148026784261,0.17957639694213867,0.0016740163167317708
10000,1.9118126233418782,5.768126408259074,0.21350781122843424,0.0024651686350504556
