,numpy,torch_cpu,jax_eager,jax_jit
2000,0.1050399939219157,0.10341715812683105,0.15601873397827148,0.0003992716471354167
4000,0.3086535930633545,0.9073748588562012,0.14130870501200357,0.000805060068766276
6000,0.632890542348226,2.1237650712331138,0.15885512034098306,0.001228650410970052
8000,1.088944435119629,3.715017239252726,0.18387079238891602,0.001756906509399414
10000,1.7746432622273762,5.803287744522095,0.22020459175109863,0.002478440602620443
