,numpy,torch_cpu,jax_eager,jax_jit
2000,0.11117887496948242,0.08351707458496094,0.1649789810180664,0.00041405359903971356
4000,0.3061192035675049,0.7779362996419271,0.1225892702738444,0.0005861918131510416
6000,0.6436530749003092,1.762099266052246,0.1464254061381022,0.0011310577392578125
8000,1.1255768934885662,3.147301514943441,0.1617731253306071,0.0017830530802408855
10000,1.7078662713368733,4.46929669380188,0.18306485811869302,0.0023787816365559897
